Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,API,Score Label,Compute Score,Result URL,Schema
"Nov 06, 2025",ASUS System Product Name,Intel Core i7-10700 2892 MHz (8 cores),2892.0,8,Windows,OpenCL,OpenCL Score,39059,/v6/compute/5150690,v6-compute
"Nov 06, 2025",To Be Filled By O.E.M. To Be Filled By O.E.M.,AMD Ryzen 5 5500 4268 MHz (6 cores),4268.0,6,Linux,Vulkan,Vulkan Score,77779,/v6/compute/5150689,v6-compute
"Nov 06, 2025",LENOVO 83DV,Intel Core i5-13450HX 2400 MHz (10 cores),2400.0,10,Windows,OpenCL,OpenCL Score,81309,/v6/compute/5150688,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4259 MHz (6 cores),4259.0,6,iOS,Metal,Metal Score,45802,/v6/compute/5150687,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23363,/v6/compute/5150686,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4049 MHz (8 cores),4049.0,8,iOS,Metal,Metal Score,45902,/v6/compute/5150685,v6-compute
"Nov 06, 2025",iPhone 12,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,16788,/v6/compute/5150684,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23667,/v6/compute/5150683,v6-compute
"Nov 06, 2025",Xiaomi 2510DRK44C,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,23839,/v6/compute/5150682,v6-compute
"Nov 06, 2025",ASRock X870E Nova WiFi,AMD Ryzen 7 9800X3D 4700 MHz (8 cores),4700.0,8,Windows,OpenCL,OpenCL Score,266743,/v6/compute/5150681,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,8392,/v6/compute/5150680,v6-compute
"Nov 06, 2025",MacBook Pro (16-inch Late 2019),Intel Core i9-9880H 2300 MHz (8 cores),2300.0,8,macOS,OpenCL,OpenCL Score,29831,/v6/compute/5150679,v6-compute
"Nov 06, 2025",Mac mini (Late 2018),Intel Core i3-8100B 3600 MHz (4 cores),3600.0,4,macOS,OpenCL,OpenCL Score,4087,/v6/compute/5150678,v6-compute
"Nov 06, 2025",HIPER Technology ltd. HIPER EXPERTBOX D20,Intel Core i5-1240P 1700 MHz (12 cores),1700.0,12,Windows,OpenCL,OpenCL Score,10431,/v6/compute/5150677,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4256 MHz (6 cores),4256.0,6,iOS,Metal,Metal Score,46068,/v6/compute/5150676,v6-compute
"Nov 06, 2025",Google Pixel 10 Pro XL,ARM ARMv8 2246 MHz (8 cores),2246.0,8,Android,Vulkan,Vulkan Score,3644,/v6/compute/5150675,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2024)",Apple M4 Pro 4510 MHz (14 cores),4510.0,14,macOS,OpenCL,OpenCL Score,70122,/v6/compute/5150674,v6-compute
"Nov 06, 2025",Xiaomi 2510DRK44C,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,23872,/v6/compute/5150673,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 4403 MHz (10 cores),4403.0,10,macOS,OpenCL,OpenCL Score,38261,/v6/compute/5150672,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7A38",AMD Ryzen 5 5600 3501 MHz (6 cores),3501.0,6,Windows,OpenCL,OpenCL Score,100054,/v6/compute/5150671,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,29333,/v6/compute/5150670,v6-compute
"Nov 06, 2025",HUAWEI ADA-AL10U,vendor 1400 MHz (6 cores),1400.0,6,Android,Vulkan,Vulkan Score,1081,/v6/compute/5150669,v6-compute
"Nov 06, 2025",X570 Phantom Gaming 4,AMD Ryzen 9 5900X 3701 MHz (12 cores),3701.0,12,Windows,OpenCL,OpenCL Score,126721,/v6/compute/5150668,v6-compute
"Nov 06, 2025","iMac17,1",Intel Core i3-8100 3601 MHz (4 cores),3601.0,4,macOS,OpenCL,OpenCL Score,48018,/v6/compute/5150667,v6-compute
"Nov 06, 2025",LENOVO 20UDS00P00,AMD Ryzen 5 PRO 4650U 2100 MHz (6 cores),2100.0,6,Windows,OpenCL,OpenCL Score,7371,/v6/compute/5150666,v6-compute
"Nov 06, 2025 Alexus03",MacBook Pro (13-inch Mid 2020),Intel Core i5-1038NG7 2000 MHz (4 cores),2000.0,4,macOS,OpenCL,OpenCL Score,6376,/v6/compute/5150665,v6-compute
"Nov 06, 2025",vivo I2501,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,Vulkan,Vulkan Score,27304,/v6/compute/5150664,v6-compute
"Nov 06, 2025",OnePlus OPD2415,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,18350,/v6/compute/5150663,v6-compute
"Nov 06, 2025",iPhone 15 Pro,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28569,/v6/compute/5150662,v6-compute
"Nov 06, 2025",samsung SM-A3660,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,Vulkan,Vulkan Score,3497,/v6/compute/5150661,v6-compute
"Nov 06, 2025",Default string Default string,AMD Ryzen 3 5400U 2600 MHz (4 cores),2600.0,4,Windows,Vulkan,Vulkan Score,8595,/v6/compute/5150660,v6-compute
"Nov 06, 2025",LENOVO 20KUS0DW00,AMD Ryzen 5 2500U 2000 MHz (4 cores),2000.0,4,Windows,OpenCL,OpenCL Score,10103,/v6/compute/5150659,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,8689,/v6/compute/5150658,v6-compute
"Nov 06, 2025",OPPO CPH2791,ARM ARMv8 2700 MHz (8 cores),2700.0,8,Android,OpenCL,OpenCL Score,22162,/v6/compute/5150657,v6-compute
"Nov 06, 2025",OPPO CPH2797,ARM ARMv8 2700 MHz (8 cores),2700.0,8,Android,OpenCL,OpenCL Score,21710,/v6/compute/5150656,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4256 MHz (6 cores),4256.0,6,iOS,Metal,Metal Score,45167,/v6/compute/5150655,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 4096 MHz (10 cores),4096.0,10,macOS,OpenCL,OpenCL Score,38284,/v6/compute/5150654,v6-compute
"Nov 06, 2025",ASRock H670 PG Riptide,Intel Core i7-13700KF 3400 MHz (16 cores),3400.0,16,Windows,Vulkan,Vulkan Score,238267,/v6/compute/5150653,v6-compute
"Nov 06, 2025",TECNO MOBILE LIMITED TECNO KG8,ARM MT6769V/CZ 1800 MHz (8 cores),1800.0,8,Android,Vulkan,Vulkan Score,1117,/v6/compute/5150652,v6-compute
"Nov 06, 2025",vivo I2501,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,OpenCL,OpenCL Score,23954,/v6/compute/5150651,v6-compute
"Nov 06, 2025","MacPro7,1",Intel Core i7-10700K 3800 MHz (8 cores),3800.0,8,macOS,OpenCL,OpenCL Score,56176,/v6/compute/5150650,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23693,/v6/compute/5150649,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18638,/v6/compute/5150648,v6-compute
"Nov 06, 2025","iPad13,18",ARM 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,17066,/v6/compute/5150647,v6-compute
"Nov 06, 2025",LENOVO 20KUS0DW00,AMD Ryzen 5 2500U 2000 MHz (4 cores),2000.0,4,Windows,Vulkan,Vulkan Score,8083,/v6/compute/5150646,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B550M AORUS ELITE",AMD Ryzen 5 5600G 3901 MHz (6 cores),3901.0,6,Windows,OpenCL,OpenCL Score,69453,/v6/compute/5150645,v6-compute
"Nov 06, 2025",SAPPHIRE SAPPHIRE NITRO+ B850M WIFI,AMD Ryzen 7 7800X3D 4201 MHz (8 cores),4201.0,8,Windows,OpenCL,OpenCL Score,108435,/v6/compute/5150644,v6-compute
"Nov 06, 2025",vivo V2415,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,20312,/v6/compute/5150643,v6-compute
"Nov 06, 2025","MacPro7,1",Intel Core i7-10700K 3800 MHz (8 cores),3800.0,8,macOS,Metal,Metal Score,103009,/v6/compute/5150642,v6-compute
"Nov 06, 2025",ASRock H670 PG Riptide,Intel Core i7-13700KF 3400 MHz (16 cores),3400.0,16,Windows,OpenCL,OpenCL Score,250345,/v6/compute/5150641,v6-compute
"Nov 06, 2025",realme RMX3800,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,15119,/v6/compute/5150640,v6-compute
"Nov 06, 2025",Default string Default string,AMD Ryzen 3 5400U 2600 MHz (4 cores),2600.0,4,Windows,OpenCL,OpenCL Score,9742,/v6/compute/5150639,v6-compute
"Nov 06, 2025",Xiaomi 2506BPN68G,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,20370,/v6/compute/5150638,v6-compute
"Nov 06, 2025",Dell Inc. OptiPlex 5080,Intel Core i5-10500 3091 MHz (6 cores),3091.0,6,Windows,OpenCL,OpenCL Score,27948,/v6/compute/5150637,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23391,/v6/compute/5150636,v6-compute
"Nov 06, 2025",HONOR ABR-NX1,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,140,/v6/compute/5150635,v6-compute
"Nov 06, 2025",HUAWEI ADA-AL10U,vendor 1400 MHz (6 cores),1400.0,6,Android,OpenCL,OpenCL Score,2597,/v6/compute/5150634,v6-compute
"Nov 06, 2025",Xiaomi 25010PN30C,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,24856,/v6/compute/5150633,v6-compute
"Nov 06, 2025",LENOVO 83DV,Intel Core i5-13450HX 2400 MHz (10 cores),2400.0,10,Windows,OpenCL,OpenCL Score,64507,/v6/compute/5150632,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,20741,/v6/compute/5150631,v6-compute
"Nov 06, 2025",Samsung Galaxy Note 9,Qualcomm Qualcomm 1766 MHz (8 cores),1766.0,8,Android,OpenCL,OpenCL Score,2223,/v6/compute/5150630,v6-compute
"Nov 06, 2025",OnePlus PKX110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,18247,/v6/compute/5150629,v6-compute
"Nov 06, 2025","MacPro7,1",AMD Athlon 200GE 3200 MHz (2 cores),3200.0,2,macOS,Metal,Metal Score,5890,/v6/compute/5150628,v6-compute
"Nov 06, 2025",Google Pixel 10 Pro XL,ARM ARMv8 2246 MHz (8 cores),2246.0,8,Android,OpenCL,OpenCL Score,3121,/v6/compute/5150627,v6-compute
"Nov 06, 2025",vivo V2507A,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,Vulkan,Vulkan Score,23150,/v6/compute/5150626,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, 2021)",Apple M1 Pro 3220 MHz (10 cores),3220.0,10,macOS,OpenCL,OpenCL Score,43792,/v6/compute/5150625,v6-compute
"Nov 06, 2025",Mac mini (2023),Apple M2 Pro 3474 MHz (10 cores),3474.0,10,macOS,OpenCL,OpenCL Score,47465,/v6/compute/5150624,v6-compute
"Nov 06, 2025",iPad Pro (11-inch 3rd generation),Apple M1 3190 MHz (8 cores),3190.0,8,iOS,Metal,Metal Score,34126,/v6/compute/5150623,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 7 5700X 3401 MHz (8 cores),3401.0,8,Windows,OpenCL,OpenCL Score,93157,/v6/compute/5150622,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28450,/v6/compute/5150621,v6-compute
"Nov 06, 2025",Huawei Mate 20 lite,ARM vendor 1709 MHz (8 cores),1709.0,8,Android,OpenCL,OpenCL Score,417,/v6/compute/5150620,v6-compute
"Nov 06, 2025",Xiaomi 2506BPN68G,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,20813,/v6/compute/5150619,v6-compute
"Nov 06, 2025",iPhone XS,Apple A12 Bionic 2490 MHz (6 cores),2490.0,6,iOS,Metal,Metal Score,7869,/v6/compute/5150618,v6-compute
"Nov 06, 2025",HP Victus by HP Gaming Laptop 15-fb3xxx,AMD Ryzen 7 7445HS 3201 MHz (6 cores),3201.0,6,Windows,OpenCL,OpenCL Score,78418,/v6/compute/5150617,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, 2023)",Apple M2 Pro 3481 MHz (12 cores),3481.0,12,macOS,OpenCL,OpenCL Score,53909,/v6/compute/5150616,v6-compute
"Nov 06, 2025",Acer Swift SFG14-73,Intel Core Ultra 7 155H 1400 MHz (16 cores),1400.0,16,Windows,OpenCL,OpenCL Score,27049,/v6/compute/5150615,v6-compute
"Nov 06, 2025 michaelpoole",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,31889,/v6/compute/5150614,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,31889,/v6/compute/5150613,v6-compute
"Nov 06, 2025",iPhone 12 Pro,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,16530,/v6/compute/5150612,v6-compute
"Nov 06, 2025",iPhone 12,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,12200,/v6/compute/5150611,v6-compute
"Nov 06, 2025 awabow","Micro-Star International Co., Ltd. MS-7E26",AMD Ryzen 7 7700 3801 MHz (8 cores),3801.0,8,Windows,OpenCL,OpenCL Score,98250,/v6/compute/5150610,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,16784,/v6/compute/5150609,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS Zenbook S 14 UX5406SA_UX5406SA,Intel Core Ultra 7 258V 2200 MHz (8 cores),2200.0,8,Windows,OpenCL,OpenCL Score,29021,/v6/compute/5150608,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS Vivobook S 16 M5606KA_M5606KA,AMD Ryzen AI 5 340 w/ Radeon 840M 2000 MHz (6 cores),2000.0,6,Windows,OpenCL,OpenCL Score,13242,/v6/compute/5150607,v6-compute
"Nov 06, 2025",realme RMX5111,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,Vulkan,Vulkan Score,1428,/v6/compute/5150606,v6-compute
"Nov 06, 2025",TECNO MOBILE LIMITED TECNO KG8,ARM MT6769V/CZ 1800 MHz (8 cores),1800.0,8,Android,OpenCL,OpenCL Score,1144,/v6/compute/5150605,v6-compute
"Nov 06, 2025",samsung SCG33,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,1236,/v6/compute/5150604,v6-compute
"Nov 06, 2025 aeonsim",HP HP Z2 Mini G1a Workstation Desktop PC,AMD RYZEN AI MAX+ PRO 395 w/ Radeon 8060S 5187 MHz (16 cores),5187.0,16,Linux,Vulkan,Vulkan Score,114524,/v6/compute/5150603,v6-compute
"Nov 06, 2025",System manufacturer System Product Name,Intel Core i7-3770K 3509 MHz (4 cores),3509.0,4,Windows,OpenCL,OpenCL Score,16732,/v6/compute/5150602,v6-compute
"Nov 06, 2025",HP HP OmniBook 7 Aero Laptop 13-bg1xxx,AMD Ryzen AI 7 350 2000 MHz (8 cores),2000.0,8,Windows,OpenCL,OpenCL Score,25968,/v6/compute/5150601,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7E06",Intel Core i5-12400F 2493 MHz (6 cores),2493.0,6,Windows,Vulkan,Vulkan Score,127362,/v6/compute/5150600,v6-compute
"Nov 06, 2025",MacBook Air (Late 2020),Apple M1 1939 MHz (8 cores),1939.0,8,macOS,OpenCL,OpenCL Score,13188,/v6/compute/5150599,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,Vulkan,Vulkan Score,18501,/v6/compute/5150598,v6-compute
"Nov 06, 2025",Xiaomi M2102J20SG,Qualcomm Qualcomm 1785 MHz (8 cores),1785.0,8,Android,OpenCL,OpenCL Score,2865,/v6/compute/5150597,v6-compute
"Nov 06, 2025",TECNO Mobile Limited MEGABOOK S14,Intel Core Ultra 5 125H 3600 MHz (14 cores),3600.0,14,Windows,OpenCL,OpenCL Score,8484,/v6/compute/5150596,v6-compute
"Nov 06, 2025",samsung SM-S937N,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,23762,/v6/compute/5150595,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2024)",Apple M4 4415 MHz (10 cores),4415.0,10,macOS,OpenCL,OpenCL Score,37333,/v6/compute/5150594,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 7600X 4701 MHz (6 cores),4701.0,6,Windows,Vulkan,Vulkan Score,126924,/v6/compute/5150593,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4055 MHz (8 cores),4055.0,8,iOS,Metal,Metal Score,46097,/v6/compute/5150592,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7E06",Intel Core i5-12400F 2493 MHz (6 cores),2493.0,6,Windows,Vulkan,Vulkan Score,118900,/v6/compute/5150591,v6-compute
"Nov 06, 2025",motorola moto g45 5G,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,1515,/v6/compute/5150590,v6-compute
"Nov 06, 2025",Dell Inc. OptiPlex 7050,Intel Core i5-6500 3192 MHz (4 cores),3192.0,4,Windows,OpenCL,OpenCL Score,21613,/v6/compute/5150589,v6-compute
"Nov 06, 2025",LENOVO 10MLS05C22,Intel Core i7-6700 3390 MHz (4 cores),3390.0,4,Windows,OpenCL,OpenCL Score,5013,/v6/compute/5150588,v6-compute
"Nov 06, 2025",LG V30,Qualcomm Qualcomm 1900 MHz (8 cores),1900.0,8,Android,OpenCL,OpenCL Score,1484,/v6/compute/5150587,v6-compute
"Nov 06, 2025",iPhone 11,Apple A13 Bionic 2660 MHz (6 cores),2660.0,6,iOS,Metal,Metal Score,13885,/v6/compute/5150586,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2024)",Apple M4 4415 MHz (10 cores),4415.0,10,macOS,Metal,Metal Score,58126,/v6/compute/5150585,v6-compute
"Nov 06, 2025",vivo V2218,ARM ARMv8 1800 MHz (8 cores),1800.0,8,Android,Vulkan,Vulkan Score,9445,/v6/compute/5150584,v6-compute
"Nov 06, 2025",samsung SM-A346N,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,2755,/v6/compute/5150583,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 7600X 4701 MHz (6 cores),4701.0,6,Windows,OpenCL,OpenCL Score,104368,/v6/compute/5150582,v6-compute
"Nov 06, 2025",HP OMEN by HP 25L Gaming Desktop GT14-2xxx,Intel Core i7-14700F 2100 MHz (20 cores),2100.0,20,Windows,OpenCL,OpenCL Score,251385,/v6/compute/5150581,v6-compute
"Nov 06, 2025",Xiaomi 2201122G,ARM ARMv8 1785 MHz (8 cores),1785.0,8,Android,OpenCL,OpenCL Score,4367,/v6/compute/5150580,v6-compute
"Nov 06, 2025",System manufacturer System Product Name,Intel Core i5-8400 2808 MHz (6 cores),2808.0,6,Windows,OpenCL,OpenCL Score,4273,/v6/compute/5150579,v6-compute
"Nov 06, 2025",iPad Pro 13-inch (M4),Apple M4 4406 MHz (9 cores),4406.0,9,iOS,Metal,Metal Score,55633,/v6/compute/5150578,v6-compute
"Nov 06, 2025",HP HP EliteBook 6 G1q 14 inch Notebook Next Gen AI PC,Snapdragon X Plus - X1P42100 - Qualcomm Oryon 3244 MHz (8 cores),3244.0,8,Windows,OpenCL,OpenCL Score,9579,/v6/compute/5150577,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4248 MHz (6 cores),4248.0,6,iOS,Metal,Metal Score,46009,/v6/compute/5150576,v6-compute
"Nov 06, 2025",LENOVO TB375FC,ARM ARMv8 2200 MHz (8 cores),2200.0,8,Android,OpenCL,OpenCL Score,7944,/v6/compute/5150575,v6-compute
"Nov 06, 2025",samsung SM-A556E,ARM ARMv8 2050 MHz (8 cores),2050.0,8,Android,OpenCL,OpenCL Score,4084,/v6/compute/5150574,v6-compute
"Nov 06, 2025",LENOVO TB375FC,ARM ARMv8 2200 MHz (8 cores),2200.0,8,Android,OpenCL,OpenCL Score,8030,/v6/compute/5150573,v6-compute
"Nov 06, 2025",iPhone 12 Pro Max,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,14911,/v6/compute/5150572,v6-compute
"Nov 06, 2025",OPPO PLG110,ARM ARMv8 2700 MHz (8 cores),2700.0,8,Android,OpenCL,OpenCL Score,20983,/v6/compute/5150571,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 7600X 4701 MHz (6 cores),4701.0,6,Windows,Vulkan,Vulkan Score,126493,/v6/compute/5150570,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. VivoBook_ASUSLaptop X409DA,AMD Ryzen 5 3500U 2100 MHz (4 cores),2100.0,4,Windows,OpenCL,OpenCL Score,4693,/v6/compute/5150569,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i7-10700 2892 MHz (8 cores),2892.0,8,Windows,OpenCL,OpenCL Score,40755,/v6/compute/5150568,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21557,/v6/compute/5150567,v6-compute
"Nov 06, 2025",Xiaomi 25079RPDCC,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,21159,/v6/compute/5150566,v6-compute
"Nov 06, 2025",Intel(R) Client Systems NUC11BTMi7,Intel Core i7-11700B 3187 MHz (8 cores),3187.0,8,Windows,OpenCL,OpenCL Score,131703,/v6/compute/5150565,v6-compute
"Nov 06, 2025",samsung SM-S937N,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,18472,/v6/compute/5150564,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. X870E AORUS XTREME AI TOP",AMD Ryzen 9 9950X3D 4300 MHz (16 cores),4300.0,16,Windows,OpenCL,OpenCL Score,200038,/v6/compute/5150563,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23834,/v6/compute/5150562,v6-compute
"Nov 06, 2025","iPad17,3",ARM 4419 MHz (9 cores),4419.0,9,iOS,Metal,Metal Score,74516,/v6/compute/5150561,v6-compute
"Nov 06, 2025",realme RMX5111,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,1421,/v6/compute/5150560,v6-compute
"Nov 06, 2025",samsung SM-A145F,ARM ARMv8 2002 MHz (8 cores),2002.0,8,Android,OpenCL,OpenCL Score,619,/v6/compute/5150559,v6-compute
"Nov 06, 2025",vivo V2218,ARM ARMv8 1800 MHz (8 cores),1800.0,8,Android,OpenCL,OpenCL Score,10977,/v6/compute/5150558,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS TUF Gaming A15 FA506NC_FA506NC,AMD Ryzen 5 7535HS 3301 MHz (6 cores),3301.0,6,Windows,OpenCL,OpenCL Score,58510,/v6/compute/5150557,v6-compute
"Nov 06, 2025",Xiaomi 2201122G,ARM ARMv8 1785 MHz (8 cores),1785.0,8,Android,Vulkan,Vulkan Score,613,/v6/compute/5150556,v6-compute
"Nov 06, 2025",Xiaomi 24129PN74G,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,18446,/v6/compute/5150555,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core i7-10700 2892 MHz (8 cores),2892.0,8,Windows,OpenCL,OpenCL Score,40716,/v6/compute/5150554,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, Nov 2023)",Apple M3 Pro 4049 MHz (12 cores),4049.0,12,macOS,Metal,Metal Score,82122,/v6/compute/5150553,v6-compute
"Nov 06, 2025",OPPO CPH2359,ARM MT6893Z_Z/CZA 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,4583,/v6/compute/5150552,v6-compute
"Nov 06, 2025",samsung SM-S937B,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,20104,/v6/compute/5150551,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Strix G713IH_G713IH,AMD Ryzen 7 4800H 2901 MHz (8 cores),2901.0,8,Windows,OpenCL,OpenCL Score,41347,/v6/compute/5150550,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4186 MHz (6 cores),4186.0,6,iOS,Metal,Metal Score,44925,/v6/compute/5150549,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21554,/v6/compute/5150548,v6-compute
"Nov 06, 2025","iPhone18,3",ARM 4260 MHz (6 cores),4260.0,6,iOS,Metal,Metal Score,37430,/v6/compute/5150547,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23762,/v6/compute/5150546,v6-compute
"Nov 06, 2025",vivo V2309,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,14932,/v6/compute/5150545,v6-compute
"Nov 06, 2025",Xiaomi M2004J19C,ARM MT6769T 1800 MHz (8 cores),1800.0,8,Android,OpenCL,OpenCL Score,1110,/v6/compute/5150544,v6-compute
"Nov 06, 2025",vivo V2413,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,OpenCL,OpenCL Score,21755,/v6/compute/5150543,v6-compute
"Nov 06, 2025",vivo V2458A,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,Vulkan,Vulkan Score,21516,/v6/compute/5150542,v6-compute
"Nov 06, 2025",iPhone 15 Pro,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28186,/v6/compute/5150541,v6-compute
"Nov 06, 2025",TECNO Mobile Limited MEGABOOK S14,Intel Core Ultra 9 185H 2500 MHz (16 cores),2500.0,16,Windows,OpenCL,OpenCL Score,8805,/v6/compute/5150540,v6-compute
