Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,API,Score Label,Compute Score,Result URL,Schema
"Nov 06, 2025","iPhone18,3",ARM 4253 MHz (6 cores),4253.0,6,iOS,Metal,Metal Score,37233,/v6/compute/5151135,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21595,/v6/compute/5151134,v6-compute
"Nov 06, 2025",realme RMX5061,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,11205,/v6/compute/5151133,v6-compute
"Nov 06, 2025",Samsung Galaxy S23 Plus,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,9042,/v6/compute/5151132,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,33075,/v6/compute/5151131,v6-compute
"Nov 06, 2025",Hewlett-Packard HP ZBook 14 G2,Intel Core i7-5500U 2395 MHz (2 cores),2395.0,2,Windows,OpenCL,OpenCL Score,2660,/v6/compute/5151130,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23769,/v6/compute/5151129,v6-compute
"Nov 06, 2025 lesmak","MacBook Pro (14-inch, 2021)",Apple M1 Pro 3135 MHz (8 cores),3135.0,8,macOS,OpenCL,OpenCL Score,39780,/v6/compute/5151128,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32453,/v6/compute/5151127,v6-compute
"Nov 06, 2025",motorola motorola edge 50 neo,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,2596,/v6/compute/5151126,v6-compute
"Nov 06, 2025",HP HP Pavilion Gaming Laptop 15-dk1xxx,Intel Core i7-10750H 2593 MHz (6 cores),2593.0,6,Windows,OpenCL,OpenCL Score,46768,/v6/compute/5151125,v6-compute
"Nov 06, 2025",iPhone 15 Pro,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28115,/v6/compute/5151124,v6-compute
"Nov 06, 2025",Samsung Galaxy Z Fold6,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,17143,/v6/compute/5151123,v6-compute
"Nov 06, 2025",Xiaomi 24117RK2CC,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,16885,/v6/compute/5151122,v6-compute
"Nov 06, 2025",Xiaomi 2412DPC0AI,ARM ARMv8 2100 MHz (8 cores),2100.0,8,Android,Vulkan,Vulkan Score,11918,/v6/compute/5151121,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook Go E1504FA,AMD Ryzen 5 7520U 2801 MHz (4 cores),2801.0,4,Windows,Vulkan,Vulkan Score,6238,/v6/compute/5151120,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4256 MHz (6 cores),4256.0,6,iOS,Metal,Metal Score,45397,/v6/compute/5151119,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7C52",AMD Ryzen 5 PRO 5650GE 3401 MHz (6 cores),3401.0,6,Windows,OpenCL,OpenCL Score,101462,/v6/compute/5151118,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4259 MHz (6 cores),4259.0,6,iOS,Metal,Metal Score,45982,/v6/compute/5151117,v6-compute
"Nov 06, 2025 Thiebaud","MacBook Pro (14-inch, 2021)",Apple M1 Pro 3221 MHz (8 cores),3221.0,8,macOS,OpenCL,OpenCL Score,39552,/v6/compute/5151116,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4053 MHz (8 cores),4053.0,8,iOS,Metal,Metal Score,45590,/v6/compute/5151115,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook_ASUSLaptop M3500QC_M3500QC,AMD Ryzen 5 5600H 3301 MHz (6 cores),3301.0,6,Windows,OpenCL,OpenCL Score,49901,/v6/compute/5151114,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,22677,/v6/compute/5151113,v6-compute
"Nov 06, 2025",Samsung Galaxy S23,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,8991,/v6/compute/5151112,v6-compute
"Nov 06, 2025",Huawei Honor 8X,ARM Hisilicon 1709 MHz (8 cores),1709.0,8,Android,OpenCL,OpenCL Score,482,/v6/compute/5151111,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook_ASUSLaptop M3500QC_M3500QC,AMD Ryzen 5 5600H 3301 MHz (6 cores),3301.0,6,Windows,OpenCL,OpenCL Score,14220,/v6/compute/5151110,v6-compute
"Nov 06, 2025",samsung SM-F966B,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,14396,/v6/compute/5151109,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, 2021)",Apple M1 Max 3124 MHz (10 cores),3124.0,10,macOS,OpenCL,OpenCL Score,48300,/v6/compute/5151108,v6-compute
"Nov 06, 2025",iPad Pro 13-inch (M4),Apple M4 4406 MHz (9 cores),4406.0,9,iOS,Metal,Metal Score,55848,/v6/compute/5151107,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7E07",Intel Core i9-14900KS 3200 MHz (24 cores),3200.0,24,Windows,OpenCL,OpenCL Score,236547,/v6/compute/5151106,v6-compute
"Nov 06, 2025",Xiaomi 2412DPC0AI,ARM ARMv8 2100 MHz (8 cores),2100.0,8,Android,OpenCL,OpenCL Score,11027,/v6/compute/5151105,v6-compute
"Nov 06, 2025","SAMSUNG ELECTRONICS CO., LTD. 960XHA",Intel Core Ultra 7 256V 2200 MHz (8 cores),2200.0,8,Windows,OpenCL,OpenCL Score,28630,/v6/compute/5151104,v6-compute
"Nov 06, 2025",Xiaomi 21051182G,Qualcomm Qualcomm 1785 MHz (8 cores),1785.0,8,Android,OpenCL,OpenCL Score,2900,/v6/compute/5151103,v6-compute
"Nov 06, 2025",iPad Pro 11-inch (M4),Apple M4 4406 MHz (10 cores),4406.0,10,iOS,Metal,Metal Score,56083,/v6/compute/5151102,v6-compute
"Nov 06, 2025",iPad Pro (11-inch 3rd generation),Apple M1 3190 MHz (8 cores),3190.0,8,iOS,Metal,Metal Score,34209,/v6/compute/5151101,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,30018,/v6/compute/5151100,v6-compute
"Nov 06, 2025",Google Pixel 8,ARM ARMv8 1704 MHz (9 cores),1704.0,9,Android,OpenCL,OpenCL Score,7981,/v6/compute/5151099,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,26378,/v6/compute/5151098,v6-compute
"Nov 06, 2025",vivo V2302A,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,12120,/v6/compute/5151097,v6-compute
"Nov 06, 2025",Samsung Galaxy Z Fold6,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,15104,/v6/compute/5151096,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook_ASUSLaptop M3500QC_M3500QC,AMD Ryzen 5 5600H 3301 MHz (6 cores),3301.0,6,Windows,OpenCL,OpenCL Score,14504,/v6/compute/5151095,v6-compute
"Nov 06, 2025",Dell Inc. Dell G15 5511,Intel Core i7-11800H 2304 MHz (8 cores),2304.0,8,Windows,OpenCL,OpenCL Score,99891,/v6/compute/5151094,v6-compute
"Nov 06, 2025",iPad Pro (12.9-inch 5th generation),Apple M1 3190 MHz (8 cores),3190.0,8,iOS,Metal,Metal Score,33992,/v6/compute/5151093,v6-compute
"Nov 06, 2025",Xiaomi 2410CRP4CG,ARM ARMv8 1900 MHz (8 cores),1900.0,8,Android,OpenCL,OpenCL Score,7879,/v6/compute/5151092,v6-compute
"Nov 06, 2025",System manufacturer System Product Name,AMD Ryzen 7 5800X 4325 MHz (8 cores),4325.0,8,Windows,Vulkan,Vulkan Score,110468,/v6/compute/5151091,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21358,/v6/compute/5151090,v6-compute
"Nov 06, 2025",Hewlett-Packard HP ZBook 14 G2,Intel Core i7-5500U 2395 MHz (2 cores),2395.0,2,Windows,OpenCL,OpenCL Score,4567,/v6/compute/5151089,v6-compute
"Nov 06, 2025",HONOR LGN-NX1,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,1547,/v6/compute/5151088,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ProArt P16 H7606WP_H7606WP,AMD Ryzen AI 9 HX 370 2000 MHz (12 cores),2000.0,12,Windows,OpenCL,OpenCL Score,126956,/v6/compute/5151087,v6-compute
"Nov 06, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,Metal,Metal Score,74850,/v6/compute/5151086,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7D15",Intel Core i5-11400F 2600 MHz (6 cores),2600.0,6,Windows,OpenCL,OpenCL Score,121977,/v6/compute/5151085,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4258 MHz (6 cores),4258.0,6,iOS,Metal,Metal Score,45750,/v6/compute/5151084,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Retina Early 2015),Intel Core i5-5257U 2700 MHz (2 cores),2700.0,2,macOS,OpenCL,OpenCL Score,3478,/v6/compute/5151083,v6-compute
"Nov 06, 2025",iPad Pro (11-inch 3rd generation),Apple M1 3190 MHz (8 cores),3190.0,8,iOS,Metal,Metal Score,34144,/v6/compute/5151082,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,45426,/v6/compute/5151081,v6-compute
"Nov 06, 2025","iPad Pro (11-inch, 4th generation)",Apple M2 3490 MHz (8 cores),3490.0,8,iOS,Metal,Metal Score,27358,/v6/compute/5151080,v6-compute
"Nov 06, 2025","iPad Pro (11-inch, 4th generation)",Apple M2 3490 MHz (8 cores),3490.0,8,iOS,Metal,Metal Score,35748,/v6/compute/5151079,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32634,/v6/compute/5151078,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd MS-7B86",AMD Ryzen 5 5600 3501 MHz (6 cores),3501.0,6,Windows,Vulkan,Vulkan Score,90180,/v6/compute/5151077,v6-compute
"Nov 06, 2025",iPhone 15 Pro,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28303,/v6/compute/5151076,v6-compute
"Nov 06, 2025",iPhone 11 Pro,Apple A13 Bionic 2660 MHz (6 cores),2660.0,6,iOS,Metal,Metal Score,13727,/v6/compute/5151075,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,8731,/v6/compute/5151074,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 7500F 3700 MHz (6 cores),3700.0,6,Windows,OpenCL,OpenCL Score,91640,/v6/compute/5151073,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 7500F 3700 MHz (6 cores),3700.0,6,Windows,OpenCL,OpenCL Score,91640,/v6/compute/5151073,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook Go E1504FA,AMD Ryzen 5 7520U 2801 MHz (4 cores),2801.0,4,Windows,OpenCL,OpenCL Score,4716,/v6/compute/5151072,v6-compute
"Nov 06, 2025","iPad Pro (11-inch, 4th generation)",Apple M2 3490 MHz (8 cores),3490.0,8,iOS,Metal,Metal Score,47342,/v6/compute/5151071,v6-compute
"Nov 06, 2025",System manufacturer System Product Name,AMD Ryzen 7 5800X 4325 MHz (8 cores),4325.0,8,Windows,Vulkan,Vulkan Score,100684,/v6/compute/5151070,v6-compute
"Nov 06, 2025","iPad15,7",ARM 3441 MHz (5 cores),3441.0,5,iOS,Metal,Metal Score,19772,/v6/compute/5151069,v6-compute
"Nov 06, 2025","iPad15,7",ARM 3445 MHz (5 cores),3445.0,5,iOS,Metal,Metal Score,19685,/v6/compute/5151068,v6-compute
"Nov 06, 2025",Samsung Galaxy S23 Ultra,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,7772,/v6/compute/5151067,v6-compute
"Nov 06, 2025 Odai","Micro-Star International Co., Ltd. MS-7E28",AMD Ryzen 7 7700 3801 MHz (8 cores),3801.0,8,Windows,Vulkan,Vulkan Score,263124,/v6/compute/5151066,v6-compute
"Nov 06, 2025",samsung SM-S721B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,13814,/v6/compute/5151065,v6-compute
"Nov 06, 2025",OPPO PHQ110,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,1381,/v6/compute/5151064,v6-compute
"Nov 06, 2025",Xiaomi 25053RT47C,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,13631,/v6/compute/5151063,v6-compute
"Nov 06, 2025","QEMU Standard PC (Q35 + ICH9, 2009)",AMD EPYC 4585PX 4291 MHz (32 cores),4291.0,32,Linux,OpenCL,OpenCL Score,228410,/v6/compute/5151062,v6-compute
"Nov 06, 2025",samsung SM-S721B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,Vulkan,Vulkan Score,18003,/v6/compute/5151061,v6-compute
"Nov 06, 2025 Odai","Micro-Star International Co., Ltd. MS-7E28",AMD Ryzen 7 7700 3801 MHz (8 cores),3801.0,8,Windows,OpenCL,OpenCL Score,265436,/v6/compute/5151060,v6-compute
"Nov 06, 2025",Samsung Galaxy S23 Ultra,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,8926,/v6/compute/5151059,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23819,/v6/compute/5151058,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Strix SCAR 16 G635LX_G635LX,Intel Core Ultra 9 275HX 2700 MHz (24 cores),2700.0,24,Windows,OpenCL,OpenCL Score,161258,/v6/compute/5151057,v6-compute
"Nov 06, 2025",HP HP ProDesk 400 G6 SFF,Intel Core i5-9500 2993 MHz (6 cores),2993.0,6,Windows,OpenCL,OpenCL Score,58329,/v6/compute/5151056,v6-compute
"Nov 06, 2025","QEMU Standard PC (Q35 + ICH9, 2009)",AMD EPYC 4585PX 4291 MHz (32 cores),4291.0,32,Linux,OpenCL,OpenCL Score,227750,/v6/compute/5151055,v6-compute
"Nov 06, 2025",System manufacturer System Product Name,AMD Ryzen 7 5800X 4325 MHz (8 cores),4325.0,8,Windows,OpenCL,OpenCL Score,110320,/v6/compute/5151054,v6-compute
"Nov 06, 2025",iPhone 13 mini,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18305,/v6/compute/5151053,v6-compute
"Nov 06, 2025",iPhone 14,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,20696,/v6/compute/5151052,v6-compute
"Nov 06, 2025",iPhone 15 Pro,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,27930,/v6/compute/5151051,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B850M AORUS ELITE WIFI6E ICE",AMD Ryzen 7 9700X 3800 MHz (8 cores),3800.0,8,Windows,OpenCL,OpenCL Score,99094,/v6/compute/5151050,v6-compute
"Nov 06, 2025 knuffish","QEMU Standard PC (Q35 + ICH9, 2009)",QEMU Virtual version 2.5+ 4700 MHz (8 cores),4700.0,8,Windows,Vulkan,Vulkan Score,251674,/v6/compute/5151049,v6-compute
"Nov 06, 2025","iPad Pro (11-inch, 4th generation)",Apple M2 3490 MHz (8 cores),3490.0,8,iOS,Metal,Metal Score,47932,/v6/compute/5151048,v6-compute
"Nov 06, 2025",samsung SM-A556E,ARM ARMv8 2050 MHz (8 cores),2050.0,8,Android,OpenCL,OpenCL Score,4027,/v6/compute/5151047,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4254 MHz (6 cores),4254.0,6,iOS,Metal,Metal Score,45614,/v6/compute/5151046,v6-compute
"Nov 06, 2025",samsung SM-S721B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,13783,/v6/compute/5151045,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,33200,/v6/compute/5151044,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B850M AORUS ELITE WIFI6E ICE",AMD Ryzen 7 9700X 3800 MHz (8 cores),3800.0,8,Windows,OpenCL,OpenCL Score,99483,/v6/compute/5151043,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Strix SCAR 16 G635LX_G635LX,Intel Core Ultra 9 275HX 2700 MHz (24 cores),2700.0,24,Windows,OpenCL,OpenCL Score,154714,/v6/compute/5151042,v6-compute
"Nov 06, 2025",iPhone 13 mini,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18613,/v6/compute/5151041,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,11194,/v6/compute/5151040,v6-compute
"Nov 06, 2025",MacBook Pro (15-inch Retina Mid 2015),Intel Core i7-4870HQ 2500 MHz (4 cores),2500.0,4,macOS,Metal,Metal Score,12402,/v6/compute/5151039,v6-compute
"Nov 06, 2025",realme RMX3151,ARM MT6781V/CDZAMB-H 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,1197,/v6/compute/5151038,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7D77",AMD Ryzen 9 7900X 4701 MHz (12 cores),4701.0,12,Windows,Vulkan,Vulkan Score,88598,/v6/compute/5151037,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23855,/v6/compute/5151036,v6-compute
"Nov 06, 2025",iPad Pro 11-inch (M4),Apple M4 4406 MHz (9 cores),4406.0,9,iOS,Metal,Metal Score,55933,/v6/compute/5151035,v6-compute
"Nov 06, 2025",iPhone XR,Apple A12 Bionic 2490 MHz (6 cores),2490.0,6,iOS,Metal,Metal Score,7480,/v6/compute/5151034,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23676,/v6/compute/5151033,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, 2021)",Apple M1 Max 3122 MHz (10 cores),3122.0,10,macOS,OpenCL,OpenCL Score,45657,/v6/compute/5151032,v6-compute
"Nov 06, 2025",iPhone 12 Pro,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,16857,/v6/compute/5151031,v6-compute
"Nov 06, 2025","iPad15,7",ARM 3437 MHz (5 cores),3437.0,5,iOS,Metal,Metal Score,19930,/v6/compute/5151030,v6-compute
"Nov 06, 2025",Xiaomi 2410CRP4CG,ARM ARMv8 1900 MHz (8 cores),1900.0,8,Android,OpenCL,OpenCL Score,7746,/v6/compute/5151029,v6-compute
"Nov 06, 2025",motorola moto g play - 2024,ARM ARMv8 1900 MHz (8 cores),1900.0,8,Android,OpenCL,OpenCL Score,345,/v6/compute/5151028,v6-compute
"Nov 06, 2025",iPad mini (6th generation),Apple A15 Bionic 2920 MHz (6 cores),2920.0,6,iOS,Metal,Metal Score,20168,/v6/compute/5151027,v6-compute
"Nov 06, 2025","iPad13,18",ARM 2993 MHz (6 cores),2993.0,6,iOS,Metal,Metal Score,17146,/v6/compute/5151026,v6-compute
"Nov 06, 2025",Samsung Galaxy S23,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,9194,/v6/compute/5151025,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. NUC15CRSU7,Intel Core Ultra 7 255H 2000 MHz (16 cores),2000.0,16,Windows,OpenCL,OpenCL Score,36673,/v6/compute/5151024,v6-compute
"Nov 06, 2025",GRT GH9,Intel Core i9-12900HK 2892 MHz (14 cores),2892.0,14,Windows,OpenCL,OpenCL Score,15786,/v6/compute/5151023,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,45910,/v6/compute/5151022,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,9832,/v6/compute/5151021,v6-compute
"Nov 06, 2025",iPhone 15 Pro,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28126,/v6/compute/5151020,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4251 MHz (6 cores),4251.0,6,iOS,Metal,Metal Score,46201,/v6/compute/5151019,v6-compute
"Nov 06, 2025",INFINIX Infinix X6711,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,1429,/v6/compute/5151018,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7D77",AMD Ryzen 9 7900X 4701 MHz (12 cores),4701.0,12,Windows,Vulkan,Vulkan Score,7638,/v6/compute/5151017,v6-compute
"Nov 06, 2025",meizu MEIZU 21 Pro,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,15445,/v6/compute/5151016,v6-compute
"Nov 06, 2025","iPhone18,4",ARM 4253 MHz (6 cores),4253.0,6,iOS,Metal,Metal Score,38310,/v6/compute/5151015,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4254 MHz (6 cores),4254.0,6,iOS,Metal,Metal Score,45712,/v6/compute/5151014,v6-compute
"Nov 06, 2025",samsung SM-A556E,ARM ARMv8 2050 MHz (8 cores),2050.0,8,Android,Vulkan,Vulkan Score,4177,/v6/compute/5151013,v6-compute
"Nov 06, 2025","Mac15,13",Apple M3 4050 MHz (8 cores),4050.0,8,macOS,OpenCL,OpenCL Score,30476,/v6/compute/5151012,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. Z370 AORUS ULTRA GAMING WIFI",Intel Core i7-8086K 3998 MHz (6 cores),3998.0,6,Windows,OpenCL,OpenCL Score,71290,/v6/compute/5151011,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. NUC15CRSU7,Intel Core Ultra 7 255H 2000 MHz (16 cores),2000.0,16,Windows,OpenCL,OpenCL Score,37942,/v6/compute/5151010,v6-compute
"Nov 06, 2025",Samsung Galaxy Note20,ARMv8 2002 MHz (8 cores),2002.0,8,Android,OpenCL,OpenCL Score,5228,/v6/compute/5151009,v6-compute
"Nov 06, 2025",iPhone 16,Apple A18 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,27860,/v6/compute/5151008,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B550 AORUS ELITE AX V2",AMD Ryzen 7 5800XT 3793 MHz (8 cores),3793.0,8,Windows,OpenCL,OpenCL Score,188769,/v6/compute/5151007,v6-compute
"Nov 06, 2025",Xiaomi Redmi K50i,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,Vulkan,Vulkan Score,4116,/v6/compute/5151006,v6-compute
"Nov 06, 2025",Samsung Galaxy S24,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,Vulkan,Vulkan Score,12103,/v6/compute/5151005,v6-compute
"Nov 06, 2025",OnePlus PKR110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,18205,/v6/compute/5151004,v6-compute
"Nov 06, 2025",LENOVO 83GS,Intel Core i5-12450HX 2400 MHz (8 cores),2400.0,8,Windows,OpenCL,OpenCL Score,64719,/v6/compute/5151003,v6-compute
"Nov 06, 2025",iPhone 16,Apple A18 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,28020,/v6/compute/5151002,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4260 MHz (6 cores),4260.0,6,iOS,Metal,Metal Score,45372,/v6/compute/5151001,v6-compute
"Nov 06, 2025",BIOSTAR Group B650MT,AMD Ryzen 5 7500F 3701 MHz (6 cores),3701.0,6,Windows,Vulkan,Vulkan Score,110372,/v6/compute/5151000,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23782,/v6/compute/5150999,v6-compute
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,8323,/v6/compute/5150998,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook_ASUSLaptop M3500QC_M3500QC,AMD Ryzen 5 5600H 3301 MHz (6 cores),3301.0,6,Windows,OpenCL,OpenCL Score,50271,/v6/compute/5150997,v6-compute
"Nov 06, 2025",OnePlus PJZ110,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,25016,/v6/compute/5150996,v6-compute
"Nov 06, 2025",Samsung Galaxy S24 Ultra,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,15221,/v6/compute/5150995,v6-compute
"Nov 06, 2025",Xiaomi 24069PC21I,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,8704,/v6/compute/5150994,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32343,/v6/compute/5150993,v6-compute
"Nov 06, 2025",LENOVO 83DV,Intel Core i5-13450HX 2400 MHz (10 cores),2400.0,10,Windows,OpenCL,OpenCL Score,3666,/v6/compute/5150992,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32481,/v6/compute/5150991,v6-compute
"Nov 06, 2025",Xiaomi 2201122G,ARM ARMv8 1785 MHz (8 cores),1785.0,8,Android,Vulkan,Vulkan Score,8065,/v6/compute/5150990,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 Pro 4489 MHz (12 cores),4489.0,12,macOS,Metal,Metal Score,97834,/v6/compute/5150989,v6-compute
"Nov 06, 2025",Samsung Galaxy S8,Qualcomm Qualcomm 1900 MHz (8 cores),1900.0,8,Android,OpenCL,OpenCL Score,1428,/v6/compute/5150988,v6-compute
"Nov 06, 2025",Xiaomi 25042PN24C,ARM ARMv8 1795 MHz (10 cores),1795.0,10,Android,Vulkan,Vulkan Score,17303,/v6/compute/5150987,v6-compute
"Nov 06, 2025",iMac Pro (Late 2017),Intel Xeon W-2140B 3200 MHz (8 cores),3200.0,8,macOS,Metal,Metal Score,92257,/v6/compute/5150986,v6-compute
